IncidentDetailSummary,Source,Subject
"Solicitamos de la manera más atenta tu apoyo, para que el área de Sistemas nos atienda el problema siguiente:

- Derivado de la ejecución de la auditoría número 221 Gestión Financiera que se realizó por medios digitales, no nos ha sido posible cargar la información que se muestra en la pestaña Acción en SICSA, apartado 05 Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares y sus sub apartados, correspondiente a la Recomendación número 2021-5-36D00-19-00221-01-001.

Cabe señalar que la carga de la información del apartado antes mencionado se ha intentado realizar en diferentes equipos de cómputo y no se ha logrado cargar y guardar la información. Sin embargo, en la acción correspondiente al PRAS número 2021-9-36D00-19-0221-08-001 de la misma auditoría, si fue posible subir la información en el apartado antes referido.",Correo-e,Se solicita apoyo para problema en SICSA
"No puedo obtener vista previa de archivo en PDF por error en PDF Preview Handler, podrían apoyarme para solucionar este problema",Correo-e,no puede ver vista previa de archivos pdf
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
Se solicita el apoyo debido a que no puede iniciar sesion.,Teléfono,Falla de inicio de sesion en el equipo.
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
"Te reporto que la computadora que tengo asignada con num de inventario 44769, tiene problemas para enviar y recibir correos y también para iniciar teams, por lo que solicito por favor tu apoyo para que se atienda estás fallas en el área de soporte técnico",Correo-e,problemas de red
Reporta falla en inicio de sesión en pantalla de Cifrado,Ventanilla,Reporta falla en inicio de sesión en pantalla de Cifrado
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
Fallas en navegación y acceso a servicios office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
"Solicitamos de su ayuda, la DGJ está presentando problema de red y hay usuarios que no tienen teams y correo",Correo-e,no tiene red
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
POR ESTE CONDUCTO SOLICITO SI PUEDE VENIR UNA PERSONA DE SOPORTE TECNICO A VER LA MAQUINA DE LA COMPAÑERA MONICA PERSONAL DEL SINDICATO,Correo-e,no tiene red
"Quisiera solicitar su apoyo para poder utilizar las herramientas de correo electrónico y teams, ya que me aparecen como ""fuera de línea"" y no me permiten utilizarlas de ninguna manera.",Correo-e,reporta que no tiene red
Falla en navegación y acceso a servicios offcie 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
La usuaria refiere que tiene problemas para ejecutar Outlook y Teams en su equipo de escritorio aún conectara al Ethernet.,Correo-e,problemas de red
Fallas en navegación y acceso a servicios de offcie 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
Fa llas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a  servicios de office 365
Fallas en navegación y acceso a servicios de office 365,Ventanilla,Fallas en navegación y acceso a servicios de office 365
Se reporta problemas de acceso mediante VPN,Teléfono,Problemas de conexión VPN
Fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en  navegación y acceso a servicios de office 365
fallas en navegación y acceso a servicios de office 365,Teléfono,fallas en navegación y acceso a servicios de office 365
fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios de office 365
fallas en navegación y acceso a servicios de office 365,Teléfono,Fallas en navegación y acceso a servicios office365
fallas en navegación y acceso a servicios de office 365,Teléfono,fallas en navegación y acceso a servicios de office 365
no tienen red en el piso 6 el area de planeacion,Teléfono,no tienen red en el piso 6 el area de planeacion
"Problema de conexión de red en le red en su celular

Iphone a WRLS_IP

mac: 5C3E1B7CE251

piso 7

SISTEMAS",Ventanilla,Problema de conexión de red en le red en su celular
Se reporta Fallas en navegación y acceso a servicios de offcie 365,Teléfono,Fallas en navegación y acceso a servicios de offcie 365
Falla de red sin conexion.,Teléfono,Falla de red
"Problemas con el equipo de cómputo:

- Se apaga muy rápido aunque este cargada o marque más del 70% de batería
- Se sobre calienta de abajo.
- Recurrente falta de conexión a Drive.
- No guarda los documentos aunque se guarden en distinto nombre o carpeta.",Correo-e,Fallas en bateria de equipo inv: 39440
"solicito de tu apoyo para que los compañeros de sistemas revisen el equipo de Raymundo Aranda Batalla, con número de inventario 44498, ya que es la segunda ocasión que el equipo se apaga mientras trabajaba y al momento no enciende.",Correo-e,Revisión de equipo 44498
"El colaborador indica que la computadora se empezó a trabar, está trabajando y de repente se pasma y me sale un mensaje de que se reinició.",Correo-e,"Falla en equipo  44851, se pasma"
"Buen día

Se solicita apoyo a fin de validar el funcionamiento de 3 pilas para equipos portátiles",Portal,Funcionalidad de Baterías
Problemas en su correo electrónico,Teléfono,Problemas en su correo electrónico
"Se observa que en el apartado de Orden de auditoría, borro documentos que ya se habían cargado en el subapartado 1.3. Esto implica alguna situación si los volvemos a subir o que se tendría que realizar?",Correo-e,"Se observa que en el apartado de Orden de auditoría, borro documentos que ya se habían cargado en el subapartado 1.3. Esto implica alguna situación si los volvemos a subir o que se tendría que realizar?"
"Por medio del presente, se reporta equipo de cómputo con número de inventario 51324, del Lic. Jorge Alberto Pérez, ya que la pantalla aparece en azul y no responde.",Correo-e,Fallas en el equipo 51324
En el apartado de acciones no le respeta el orden en que va guardando,Correo-e,En el apartado de acciones no le respeta el orden en que va guardando
Revisión equipo con número de inventario 54766 a nombre Katy Cuellar,Correo-e,Revisión equipo  con número de inventario  54766 a nombre  Katy Cuellar
"Por medio del presente, solicito de su apoyo para configurar el equipo de cómputo, con número de inventario 44851, como se señala en el cuadro siguiente:

Nombre

Cargo

Número de empleado

Ubicación

Número de inventario

Tipo

Modelo

Solicitud

Luis Spencer González Alonso

(Para uso del Becario Richard González Buendía)

Jefe de Departamento

9113

Anexo del edificio B, planta baja.

44851

Portátil

COMPUTADORA PORTATIL PROCESADOR 2 NUCLEOS A 2.6 GHZ, 16 GB EN RAM DISCO DURO DE 500 GB

El colaborador indica que la computadora se empezó a trabar, está trabajando y de repente se pasma y me sale un mensaje de que se reinició.
Se anexa imagen.",Correo-e,Falla en equipo  44851
"Por medio del presente solicito se genere y proporcione número de ticket, con la finalidad de que puedan restablecer teams en el equipo con número de inventario siguiente:

Número de inventario

Empleado asignado

54657

Mayra Meneses González HON.3846

Lo anterior toda vez que con fecha 06 de marzo del 2023, dejo de funcionar en el equipo de cómputo, se manda evidencia fotográfica:",Correo-e,problemas con el teams
No puede ingresar a ciertas pa´ginas de InterNet,Correo-e,No puede ingresar a  ciertas pa´ginas de InterNet
"Errores en el expediente de acción auditoría 943.

Se continúa con el problema de que la cédula de trabajo para reportar el incumplimeitno normativo, que está cargada en el expediente de Auditoría, no jala al de acción y no permite que se agregue de manera manual.",Correo-e,Errores en el expediente de acción auditoría  943
"- Estamos en la elaboración de los expedientes electrónicos (Aud. 1943 Gobierno del Estado de Yucatán, FORTAMUNDF), en su mayoría estamos duplicando ciertos archivos con diferentes nombres. Pero en mi caso me sustituye uno por otro.",Correo-e,duplicando ciertos archivos con diferentes nombres. Pero en mi caso me sustituye uno por otro.
"Falla en equipo ubicación Piso 10, lado chedraui, módulo 10-037 DGAFFA",Teléfono,Falla en equipo
No puede ingresar a un curso,Teléfono,No puede ingresar a un curso
reporta que no tiene red,Teléfono,reporta que no tiene red
"- No puedo visualizar los archivos en Acrobat (cuando intento abrirlos, los visualiza pero de inmediato me aparece otro recuadro y se cierran las ventanas).",Correo-e,no puede visualizar los archivos de acrobat
"Buenos días en relación con el correo que antecede, reitero su apoyo ya que si bien, los apartados que no se jalaban hacia el expediente de acción y que eran obligatorios, los cargamos a mano; sin embargo, seguimos con el problema de que la cédula de trabajo para soportar el incumplimiento normativo, que está cargada en el expediente de auditoría, no la jala al de la acción y no permite que la agreguemos de manera manual, nos aparece el error",Correo-e,errores en el expediente de acción auditoría 943
apoyo equipo 44655 Frida Maria Hernandez Morales falla teclado,Correo-e,apoyo equipo 44655 Frida Maria Hernandez Morales falla teclado
"Problemas con teclado, teams y outlook

Solicitamos de su apoyo para revisar el equipo con núm. de inventario 47053 a nombre de la C. Jaqueline Cervantes Sandoval, ya que la usuaria refiere que necesita actualización para el sistema de Outlook y teams.",Teléfono,"Problemas con teclado, teams y outlook"
Falla en office 365 en Home Office,Correo-e,Falla en office 365 en Home Office
Falla teclado equipo con número de inventario 51238 a nombre de Eduardo Lozano Rojas,Correo-e,Falla teclado equipo con número de inventario 51238 a nombre de Eduardo Lozano Rojas
"se solicita nuevamente revisión del equipo 39349 a resguardo de María de Jesús Carbajal Ortiz (6049), en repetidas ocasiones la han revisado y el problema de que se pasma o traba persiste por lo que se tiene que estar apagando constantemente para que pueda funcionar otra vez, además del cuadro de error en la batería que aparece constantemente.

Agradeceré me puedan informar si este equipo aún es funcional o debe haber un cambio de equipo, ya que la usuaria no puede desarrollar sus actividades por las constantes fallas.",Teléfono,revisión del equipo 39349
"Se solicita la revision del equipo HP 650 G1 con numero de inventario 39531 debido a que se derramo un liquido encima de el, el equipo pertenece al usuario Cesar Mendez Hernandez.",Correo-e,Derrame de liquido equipo HP 650 G1 inventario 39531
"Tengo personal de nuevo ingreso, el cual en su lugar no cuenta con Internet. Solicitando así el apoyo respectivo, por favor.

Somos de DGRRFEM, estamos en Coyoacán en el 1er Piso.",Correo-e,Puerto sin Internet
"Se solicita el apoyo para revisar la aplicación de Teams, debido a que solicita constantemente actualizar dicha aplicación.",Teléfono,Fallas con la aplicación de Teams Office 365
Pantalla en color negro equipo con número de inventario 54705 a nombre de Mario Rosas,Correo-e,Pantalla en color negro equipo con número de inventario 54705 a nombre de Mario Rosas
Revisión de equipo con número de inventario 51580,Correo-e,Revisión de equipo con número de inventario 51580
"Por este medio solicito su ayuda para revisar el Módulo de Desarrollo / Contactos Entidad Fiscalizada del SISCA, en la Opción para sincronizar la información del sitio del EPEF, ya que muestra un error (imagen). Asimismo, el Resumen del Estado de aplicación de la encuesta no se actualiza, conforme a los registros del EPEF.",Correo-e,Encuesta de Percepción de las entidades fiscalizadas CP 2021
"Reporta problemas den CISCO de Director

se reinicia constantemente",Teléfono,Reporta problemas den CISCO de Director
Problemas One Drive y Teams,Ventanilla,Problemas One Drive y Teams
Se solicita la revisión de la impresora personal de la Maestra Claudia Maria Bazua Witte.,Teléfono,Falla en impresora LEXMART
Equipo con inventario número 55048 a posible virus a nombre de Eloisa Reyes Suárez,Correo-e,Equipo con inventario número 55048 a posible virus
USB con posible virus,Correo-e,USB con posible virus
Equipo con número de inventario 44552 con posible virus a nombre de Geovanni González Ramírez,Correo-e,Equipo con número de inventario 44552 con posible virus
Error Disco Duro Equipo con inventario número 44643 a nombre de Olga Jazmín González Flores,Correo-e,Error Disco Duro Equipo con inventario número 44643 a nombre de Olga Jazmín González Flores
revision de equipo 39223,Teléfono,revision de equipo 39223
"me permito solicitar de su apoyo con el fin de resolver el problema siguiente:

Resguardante

Cargo

Núm. de empleado

Ubicación

No. de equipo

Tipo

Problema

Bianca Flor Cristobal Osorio

Auditora de Fiscalización

10859

Anexo Edificio B, piso 1

47179

Portátil

La colaboradora indica la batería del equipo ya no retiene carga por lo que debe estar conectado a la toma corriente mediante cable, se anexan imágenes.",Correo-e,Falla de batería 47179
"Configuración de Impresora, ubicación piso 12",Teléfono,Falla Impresora
Revisión equipo con número de inventario 37190 a nombre de Yuriria Ayala León.,Correo-e,Revisión equipo con número de inventario 37190 a nombre de  Yuriria  Ayala León.
Fijación de contraseña,Ventanilla,Fijación de conytraseña
Revisión equipo con número de inventario 51417 a nombre de Arnoldo Miramontes Flores,Correo-e,Revisión equipo con número de inventario 51417  a nombre de Arnoldo Miramontes Flores
"En relación con la integración de las acciones de la auditoría 365 que se realizó por medios electrónicos, presentamos la siguiente problemática en SICSA:

Al realizar la carga del apartado 2. Oficio de solicitud de información y documentación para el proceso de planeación se realizó la carga exitosa del documento a excepción de la acción 2021-5-12N00-19-0365-01-002, en la cual no permite adjuntar el archivo como se muestra en la pantalla siguiente:",Correo-e,Error SICSA en la carga de documentos de las acciones 2021-5-12N00-19-0365-01-002 y 2021-5-12N00-19-0365-01-004
Se solicita la revisión del de la impresora LEXMART C2535DW con numero de inventario 52980.,Correo-e,Falla en impresora LEXMART 52980
"Buena tarde, agradeceré la revisión una memoria USB en donde envían información de PEMEX , para que sea vacunada o revisada y éste libre de virus.",Correo-e,revisión de memoria USB y equipo 44590
Falla ACL,Correo-e,Falla ACL
el equipo de ana karen parra no entra a la intranet,Teléfono,el equipo de ana karen parra no entra a la intranet
Falla en Livelink,Teléfono,Falla en Livelink
"Se solicita de su amable apoyo para revisar funcionamiento de teléfono cisco con número de inventario 28589, número de extensión 10505, red 20256; a nombre del Lic. Marco Antonio Mondragón Catarino, toda vez que en ocasiones, al recibir llamadas a la red, se reinicia el cisco y no recibe la llamada.",Correo-e,Solicitud de revisión de cisco
Personalización equipo con número de inventario 44865,Correo-e,Personalización equipo con número de inventario 44865
Problemas Conexión a InterNet Unidad UEC P.B.,Teléfono,Problemas Conexión a InterNet
Falla en Teams,Teléfono,Falla en Teams
Revisión equipo con número de inventario 51535,Correo-e,Revisión equipo con número de inventario 51535
reporta problemas con teams no se puede conectar a las conferencias,Teléfono,reporta problemas con teams
reporta tener problemas con teams,Teléfono,reporta tener problemas con teams
Problemas correo electrónico,Teléfono,Problemas correo electrónico
Falla Adaptador equipo Oswaldo Fuentes Lugo,Teléfono,Falla Adaptador  equipo Oswaldo Fuentes Lugo
reporta que su secretaria no puede ingresar a su equipo,Teléfono,reporta que su secretaria no puede ingresar a su equipo
No enciende suena ventilador equipo con inventario número 54368,Correo-e,No enciende suena ventilador equipo con inventario número 54368
Equipo se apaga,Teléfono,Equipo se apaga
"Solicito de su apreciable apoyo a efecto de poder revisar el equipo 51508, el cual pertenece al usuario el Lic. José Hugo Barrio Jacobo, el usuario me reporta que tiene problemas con el teclado de su equipo algunas teclas ya no funcionan.",Correo-e,"Revisión de equipo 51508, Falla Teclado"
Revisión del equipo 47029 falla teclado,Correo-e,Revisión del equipo 47029 falla teclado
"El equipo portátil HP con número de inventario 44920 que está a cargo de Lic. Asael de Jesús Tamayo Loza con número de empleado 8755, necesita que le cambien la pila, al parecer ésta ya no funciona.

Gracias",Correo-e,Cambio de pila en equipo portatil
Problemas Livelink no puede ver listado de destinatarios,Teléfono,Problemas Livelink no puede ver listado de destinatarios
Nos pueden apoyar el equipo 39282 se esta calentando demasiado podrían revisarlo.,Correo-e,Reporta equipo se calienta demasiado
No puede conectarse al Global Protect,Ventanilla,No puede conectarse al Global Protect
el equipo 54368 no enciende se queda en negro la pantalla,Correo-e,el equipo 54368 no enciende se queda en negro la pantalla
Falla en TEAMS equipo con inventario número de inventario 44713,Correo-e,Falla en TEAMS equipo con inventario número  de inventario 44713
"Por este me quiero levantarme un ticket sobre un correo que recibió el Lic. Eduardo Garcia Salinas.

Sobre un correo sospechoso.

RV: DESCUENTO DE PRIMAVERA CITIBANAMEX",Teléfono,Correo sospechoso sobre ( DESCUENTO DE PRIMAVERA CITIBANAMEX)
Fijación de contraseña,Ventanilla,Fijación de contraseña
Falla conexión a Internet equipo con número de inventario 44586 a nombre de Laura Belen Hernández Camacho,Correo-e,Falla conexión a Internet equipo con número de inventario 44586 a nombre de Laura Belen Hernández Camacho
apoyo para restaurar la sesión en Teams de la Maestra Claudia Corichi,Ventanilla,restaurar sesión en TEAMS
Revisión equipo con número de inventario 55016 a nombre de Ileana Cortes Almada,Ventanilla,Revisión equipo con número de inventario 55016
Problemas en correo y Teams equipo con inventario número 46502 a nombre de Alejandra García Torres,Correo-e,Problemas en correo y Teams equipo con inventario número 46502 a nombre de Alejandra García Torres
Se tarda en abrir aplicaciones de office equipo con número de inventario 38164 a nombre de Rodrigo Ignacio de León.,Correo-e,Se tarda en abrir aplicaciones de office equipo con número de inventario 38164 a nombre de Rodrigo Ignacio de León.
"Por instrucciones del Mtro. Guillermo Dorantes, Secretario Técnico; se solicita de su apoyo para que por favor serevise el teléfono ip siguiente, no funciona, suena como si estuviera ocupado.

Núm. Inventario

Descripción

Empleado

Nombre

36685

TELEFONO IP MARCA CISCO MOD 7942 SERIE FCH17379GG7

8578

ARELY DEL CRISTAL GUZMAN VARGAS",Correo-e,falla en teléfono cisco
Problemas en TEAMS,Correo-e,Problemas en TEAMS
reporta que no hay livelink,Teléfono,reporta que no hay livelink
No puede visualizar el directorio en el área deJurídico,Teléfono,No puede visualizar el directorio en el área deJurídico
"Me encuentro realizando homeoffice, y al quererme conectar a SIA, ME MARCA ERROR DE ATENTICACIÓN, ingreso mi contraseña, pero no se conecta.",Correo-e,no se puede conectar al global protect
Cambio de batería equipo con número de inventario 51258 a nombre de Magali Peralta,Correo-e,Cambio de batería equipo con número de inventario 51258 a nombre de Magali Peralta
Falla en cable de red ubicacióbn piso 8 ala norte área Unidad de Igualdad de Género,Teléfono,Falla en cable de red
"Solicito el apoyo del área de sistemas para que revisen mi equipo de cómputo con número de inventario 39516, ya que la memoria disco C esta saturada y eso a generado que el equipo este muy lento,

Además de que no me permite conectarme a Global Protect para accesar al SIA",Correo-e,no se puede conectar al global
el usario reporta que no puede entrar a su computadora,Teléfono,el usario reporta que no puede entrar a su computadora
Sincronización equipo con número de inventario 54538,Ventanilla,Sincronización equipo con  número de inventario 54538
Falla en equipo Mtra CORICHI Unidad de Igualdad de Genero Piso 8 Ala norte.,Teléfono,Falla en equipo
"Problemas de inicio de sesión

PISO 7

ALA SUR C",Teléfono,Problemas de inicio de sesión
problemas con el acrobat Paulina Borja Saenz,Teléfono,problemas con el acrobat
Falla en visualización de video de un curso,Teléfono,Falla en visualización de video de un curso
problemas con el teams nio se puede conectar a las conferencias,Correo-e,problemas con el teams
Revisión equipo con número de inventario 39142 a nombre de Flor Ivonne Hernández,Teléfono,Revisión equipo con número de inventario 39142 a nombre de Flor Ivonne Hernández
"Por instrucciones del Mtro. Guillermo Dorantes, Secretario Técnico en la DGR; se solicita de su apoyo para que se revise la conexión al SICOUB del C. Alejandro Aranda López ya que no puede ingresar y lo requiere para estar en posibilidad de generar comisiones del personal de esta dirección.",Correo-e,ACCESO A SICOGUB
"Se solicita apoyo para que los correos electrónicos de la siguiente cuenta entren a la bandeja del personal inscrito a los cursos impartidos en la plataforma; asimismo, para los compañeos que si lograron entrar a dicha plataforma poder descargar videos y documentos propios de los cursos.

Se adjunta correo y link de plataforma

campusvirtual.cgr.cofae@gmail.com

Plataforma de enseñanza:https://campus.cofae.edu.ve/",Correo-e,no entran correos y acceso a campus
"No me es posible abrir el icono de SICOGUB, me manda un mensaje.",Correo-e,No me es posible abrir el icono de SICOGUB
siacgub le manda un error,Teléfono,siacgub le manda un error
"Falla en Teclado y Batería

César Mauricio Araiza Sánchez

El usuario refiere que su teclado no funciona solo escribe el número 8 y, se activan las flechas del teclado.

inv: 47232",Correo-e,Falla en Teclado y Batería
el usuario Lisbeth Zanella Pedrera no tiene red equipo 52052,Teléfono,el usuario Lisbeth Zanella Pedrera no tiene red
reporta problemas con la red no puede abrir su correo via web,Teléfono,reporta problemas con la red no puede abrir su correo
reporta que no tienen red el personal de difusion,Teléfono,reporta que no tienen red el personal de difusion
"Limitación de acceso a Adobe Acrobat Pro

usuario: Lic. [@Christian Herrera Gonzalez](mailto:cherrerag@asf.gob.mx)",Correo-e,Limitación de acceso a Adobe Acrobat Pro
falla de conexion en el AP que tiene en frente de su oficina el Licenciado Guido Francisco Guzman Castaño,Correo-e,falla de conexion en el AP
"Tengo problemas con mi plantilla del correo, todos los mensajes se muestran con letra enorme y espaciado grande entre las letras, como se muestra en la imagen siguiente:",Teléfono,Problema con la plantilla del Outlook
"Me apoyan con el siacgub por favor? Ya que no puedo ingresar a la aplicación.. ya reinicié y me muestra el siguiente mensaje:

Archivo no encontrado en el servidorverifique con el administrador del sistema.",Correo-e,problemas con siacgub
"PARA SOLICITAR SU APOYO, YA QUE EL EQUIPO DE ESCRITORIO DE MI JEFE LIC. GUIDO FRANCISCO GUZMÁN GASTAÑO, CON NÚMERO DE EMPLEADO HON4814, NO PRENDE

Y EN LA LAPTOP, NO TIENE INTERNET Y CORREO.",Correo-e,REPORTE EQUIPO
Reporta que no tiene acceso al SIACGUB,Teléfono,Reporta que no tiene acceso al SIACGUB
"Solicito de su valioso apoyo para validar la Wireless ASF ya que al conectar no me da acceso, adjunto capturas:",Correo-e,validar la Wireless ASF
"Revisión de equipo, lap top, del Lic. Margarito Perez subdirector

UTASF

PISO 12",Teléfono,"Revisión de equipo,"
fijar contraseña en equipo encriptado,Teléfono,fijar contraseña en equipo encriptado
"EL USUARIO REPORTA QUE OLVIDO SU CONTRASEÑA DE RED, SOLICITA UNA NUEVA",Teléfono,"EL USUARIO REPORTA QUE OLVIDO SU CONTRASEÑA DE RED, SOLICITA UNA NUEVA"
"Reporta equipo no enciende

PB

A un costado de Oficialia de Partes

OFICINA DE TRANSPARENCIA",Teléfono,Reporta equipo no enciende
problemas con el teams no le muestra el icono,Teléfono,problemas con el teams
fijar contraseña en equipo encriptado,Ventanilla,fijar contraseña en equipo encriptado
su teclado no funciona,Teléfono,su teclado no funciona
SOLICITA RESETEAR LA CLAVE DE KARLA MA. LOPEZ,Teléfono,SOLICITA RESETEAR LA CLAVE DE KARLA MA. LOPEZ
"Solicito de su apoyo para instalar y actualizar el Global Protect de Nancy Martell López en el equipo con inventario 51604, le parece el siguiente mensaje:",Correo-e,el usuario no se puede conectar al global protect
Posible virus en equipo con número de inventario 47117 a nombre de Edgar Hernández Rosas,Correo-e,Posible virus en equipo con número de inventario 47117 a nombre de Edgar Hernández Rosas
reporta que no tiene red wifi en su equipo,Teléfono,reporta que no tiene red wifi
Fallas en Global Protect equipo con inventario número 51425,Ventanilla,Fallas en  Global Protect equipo con inventario número 51425
Instalación de Acrobat Pro equipo con inventario número 44828i,Ventanilla,Instalación de Acrobat Pro equipo con inventario número 44828i
Reporta falla para acceder a curso por solicitud de actualización de Teams,Teléfono,Reporta falla para acceder a curso por solicitud de actualización de Teams
Problema de conexión a InterNet,Correo-e,Problema de conexión a InterNet
Revisión de equipo con número de inventario 44793 a nombre de Jesús Benjamín Arenas Hernández,Correo-e,Revisión de equipo con número de inventario 44793 a nombre de Jesús Benjamín Arenas Hernández
Reporta falla en acceso a curso,Teléfono,Reporta falla en acceso a curso
el usuario ivannova tellez no se puede conectar al global protect,Teléfono,el usuario ivannova tellez no se puede conectar al global protect
Reinstalación de paquetería equipo con número de inventario 45135 a nombre de Erick Juárez Pardo,Correo-e,Reinstalación de paquetería
Sincronización de contraseña,Ventanilla,Sincronización de contraseña
Fijación de contraseña,Teléfono,Fijación de contraseña
"Problemas en la conexión de su I phone, Carlos Amador",Teléfono,Problemas en la conexión de su I phone
no se puede conectar al outlook,Teléfono,no se puede conectar al outlook
problemas con adobe pro inventairo 54867 usuario Eduardo Fancisco Mendez,Teléfono,problemas con adobe pro pdf maker
Fijación de contraseña,Ventanilla,Fijación de contraseña
"solicito de su valioso apoyo, la revisión del equipo de cómputo del L.C. Alejandro Arvizu Guerrero con número de Inventario 38481, debido a que presenta las siguientes fallas:

1.- Si no está conectado el equipo a la corriente eléctrica se apaga.

2.- El cargador presenta ruptura en la conexión, por lo que si se mueve provoca un corto eléctrico y daña al equipo.",Correo-e,Falla con batería y eliminador
"Falla en teclado, inv: 39573

El usuario refiere: Por este medio solicito tu apoyo, para que por favor se levante el reporte a sistemas para que se revise el equipo de cómputo con numero de inventario 39573, el cual presenta las siguientes fallas:

* las teclas 0 y la del punto correspondiente a la parte numérica no responden

* el tocuhpad presenta fallas

* las aplicaciones de office no detecta la licencia

* la computadora es muy lenta

* lector de cd no funciona",Correo-e,"Falla en teclado, inv: 39573"
"revisión del equipo 47128, falla batería",Correo-e,"revisión del equipo 47128, falla batería"
"Por este conducto me permito requerir su apoyo, a efecto de revisar el equipo del Auditor Jurídico A, Ángel Francisco Ortíz Rojas, ya que, se encuentra trabajando muy lento, atrasándolo en sus actividades laborales.

NOMBRE DE USUARIO

DIRECCIÓN DE CORREO ELECTRÓNICO

No. DE INVENTARIO

UBICACIÓN

Ángel Francisco Ortíz Rojas

afortiz@asf.gob.mx

44756

Edificio B, Piso 2, Coyoacán",Correo-e,revision de equipo
"Probleams con Word

se desconfigura para enviar a imprimir

SINDICATO

PISO -1",Teléfono,Probleams con Word
Tecla safada equipo con número de inventario 51400 a nombre de José Luis Banda,Ventanilla,Tecla safada equipo con número de inventario 51400 a nombre de  José Luis Banda
Formateo equipo con número de inventario 45012 a nombre de Julio Cesar Medina,Correo-e,Formateo equipo con número de inventario 45012 a nombre de Julio Cesar Medina
Problemas ingreso a ICADEFIS,Ventanilla,Problemas ingreso a ICADEFIS
Revisión equipo con número de inventario 383108 a nombre de Montserrat Hernández Alarcón,Correo-e,Revisión equipo con número de inventario 383108 a nombre de Montserrat Hernández Alarcón
"Problemas con eliminador, se calienta

inv: 51726",Ventanilla,"Problemas con eliminador, se calienta"
"REPORTA EL EQUIPO DE SU JEFE, SE QUEDA EN PANTALLA NEGRA.",Teléfono,"REPORTA EL EQUIPO DE SU JEFE, SE QUEDA EN PANTALLA NEGRA."
"Me encuentro intentando cargar un documento en el expediente de auditoría pero me aparece el siguiente error, intenté hacerlo de dos formas tanto seleccionando la casilla para que se cargue en las acciones como sin esto, pero en ambas situaciones me aparece el siguiente error

Error al guardar datos ajax",Correo-e,Problemas SICSA
Equipo con inventario número 46535 a nombre de Julieta Margarita Soto Flores,Correo-e,Equipo con inventario número 46535 a nombre de  Julieta Margarita Soto Flores
Reinstalación One Drive equipo con inventario 44531,Correo-e,Reinstalación One Drive equipo con inventario 44531
Problemas para ingreso al ICADEFIS,Teléfono,Problemas para ingreso al ICADEFIS
"Equipo se apaga ubicación piso 7 Barra Secretarial, Ala Sur",Teléfono,Equipo se apaga
Fijación de contraseña,Ventanilla,Fijación de contraseña
Usuario solicita apoyo para que se revise su equipo ya que al abrir cualquier programa de Office 365 marca un error de actualizacion.,Ventanilla,office marca error de actualizacion
Revisión equipo con número de inventario 47121,Correo-e,Revisión equipo con número de inventario 47121
"Falla en Office, ubicación piso 7 área Recursos Humanos.",Teléfono,falla en Office
Desbloqueo de Contraseña,Teléfono,Desbloqueo de contraseña
Configuración impresora ubicación piso 9 área planeación,Teléfono,Configuración impresora
"Respecto del equipo de cómputo portátil HP probook 650 GB inventariado con el número 44951 y que me fue asignado, les reporto lo siguiente:

Al momento de abrir algún archivo (especialmente uso Word), me duplica el archivo, siendo que el nombre del archivo duplicado aparece como en marca de agua.",Correo-e,Reporte relacionado con officce Word e Internet
cambio de teclado en el equipo 47065,Teléfono,cambio de teclado en el equipo 47065
Revisión de equipo con número de inventario 39604 a nombre de Alicia Blanca García Sierra,Correo-e,Revisión de equipo con número de inventario 39604 a nombre de Alicia Blanca García Sierra
"Tengo problemas con One drive, no me aparecen los archivos que me envían y Global no me permite conectarme.",Correo-e,revision de one drive y global
cuando envian correos manda pantalla de error,Correo-e,cuando envian correos manda pantalla de error
"Solicitamos de su apoyo para revisar el teléfono Cisco con Núm. de inventario 36675 de nuestro Director General, Martin Sánchez Arroyo, ya que el teléfono no prende.",Correo-e,revision de telefono cisco 36675
equipo 52057 no entra al correo ni al teams usuario Guillermo Garcia Quevedo,Teléfono,equipo 52057 no entra al correo ni al teams
Revisión equipo con número de inventario 47390,Correo-e,Revisión equipo con número de inventario 47390
Revisión equipo de computo con inventario número 51297,Correo-e,Revisión equipo de computo con inventario número 51297
Le salió el siguiente mensaje a la usuario Nayelli Ramirez ella está en home office,Correo-e,manda un mensaje de error
